#Counterrotaton_binning_version_1
2754
	0	0	0	0	0	0	0	0	0	0
	0	0	0	0	0	707	0	0	0	0
	0	0	0	0	0	0	0	0	0	0
	0	0	0	0	0	0	0	0	0	0
	0	0	0	0	0	0	0	0	0	0
	0	0	0	0	0	0	0	0	0	0
	0	0	0	0	0	0	0	707	0	707
	707	707	0	0	0	0	0	0	0	0
	0	0	0	0	0	0	0	0	0	0
	0	0	0	0	0	0	0	0	0	0
	0	0	0	0	0	0	0	0	0	0
	0	0	0	0	0	0	0	0	0	0
	0	0	707	707	707	707	399	399	399	0
	0	0	0	0	0	0	0	0	0	0
	0	0	0	0	0	0	0	0	0	0
	0	0	0	0	0	0	0	0	0	0
	0	0	0	0	0	0	0	0	0	0
	0	0	0	0	0	400	400	707	707	707
	380	399	399	399	0	0	0	0	0	0
	0	0	0	0	0	0	0	0	0	0
	0	0	0	0	0	0	0	0	0	0
	0	0	0	0	0	0	0	0	0	0
	0	0	0	0	0	0	0	0	400	400
	400	400	372	372	380	380	399	367	367	373
	0	0	0	0	0	0	0	0	0	0
	0	0	0	0	0	0	0	0	0	0
	0	0	0	0	0	0	0	0	0	0
	0	0	0	0	0	0	0	0	0	0
	0	0	400	400	400	372	372	372	380	380
	367	367	367	373	373	373	366	0	0	0
	0	0	0	0	0	0	0	0	0	0
	0	0	0	0	0	0	0	0	0	0
	0	0	0	0	0	0	0	0	0	0
	0	0	0	0	0	365	363	363	364	364
	372	355	355	355	367	367	367	373	373	373
	366	366	366	0	0	0	0	0	0	0
	0	0	0	0	0	0	0	0	0	0
	0	0	0	0	0	0	0	0	0	0
	0	0	0	0	0	0	0	0	0	365
	363	363	364	364	348	348	355	343	342	342
	344	344	352	352	366	366	366	369	386	386
	0	0	0	0	0	0	0	0	0	0
	0	0	0	0	0	0	0	0	0	0
	0	0	0	0	0	0	0	0	0	0
	0	0	365	365	363	363	345	345	348	348
	343	343	342	342	344	344	352	352	337	366
	369	369	386	386	386	403	0	0	0	0
	0	0	0	0	0	0	0	0	0	0
	0	0	0	0	0	0	0	0	0	0
	0	0	0	0	0	0	353	347	347	339
	339	345	321	321	318	318	313	313	314	314
	330	330	337	337	369	369	386	386	403	403
	403	403	522	522	0	0	0	0	0	0
	0	0	0	0	0	0	0	0	0	0
	0	0	0	0	0	0	0	0	0	353
	353	353	347	339	339	319	307	321	318	303
	313	300	314	314	308	330	337	320	340	340
	371	371	379	403	403	419	522	522	522	537
	0	0	0	0	0	0	0	0	0	0
	0	0	0	0	0	0	0	0	0	0
	0	0	0	353	353	335	335	315	319	319
	307	307	303	303	300	300	301	301	308	308
	320	320	340	329	371	379	379	384	419	419
	522	522	537	537	537	651	651	0	0	0
	0	0	0	0	0	0	0	0	0	0
	0	0	0	0	0	0	0	336	336	335
	335	315	315	295	294	294	286	286	282	282
	283	283	290	290	306	306	329	329	341	368
	384	384	389	419	420	496	537	537	537	651
	651	651	0	0	0	0	0	0	0	0
	0	0	0	0	0	0	0	0	0	0
	0	336	336	336	302	302	295	295	280	280
	267	267	263	263	265	265	272	272	285	285
	310	310	341	368	368	389	389	420	420	496
	496	537	547	651	651	673	673	673	0	0
	0	0	0	0	0	0	0	0	0	0
	0	0	0	0	346	346	316	316	291	302
	281	262	255	248	242	239	237	234	235	238
	240	245	257	264	275	299	312	338	370	382
	382	393	420	496	496	547	547	649	649	673
	673	673	689	689	689	0	0	0	0	0
	0	0	0	0	0	0	0	0	346	346
	305	316	291	291	281	262	255	248	242	239
	237	234	235	238	240	245	257	264	275	299
	312	338	370	382	393	393	425	425	465	547
	547	649	649	673	673	673	689	689	689	698
	698	0	0	0	0	0	0	0	0	0
	0	350	350	317	305	305	287	261	261	243
	243	226	226	217	217	214	214	215	215	223
	223	253	253	276	276	331	331	378	378	402
	425	465	465	500	561	561	650	650	674	674
	689	689	698	698	704	704	704	704	0	0
	0	0	0	0	0	350	350	317	317	287
	287	252	252	233	233	216	216	194	194	187
	187	186	186	189	189	224	224	266	266	311
	311	377	377	402	402	458	500	500	561	561
	650	650	674	674	674	698	698	698	704	704
	704	0	0	0	0	0	0	0	357	357
	324	304	304	288	254	254	236	221	208	208
	184	182	182	166	166	163	162	165	168	188
	222	256	256	309	309	374	374	401	421	458
	458	535	535	606	606	606	655	655	687	687
	698	698	704	704	704	0	0	0	0	0
	0	0	357	357	324	324	304	288	247	247
	236	221	195	195	184	171	161	143	131	127
	128	132	138	145	170	225	260	260	333	333
	388	401	421	457	457	535	548	548	606	606
	655	655	687	687	687	697	704	704	0	0
	0	0	0	0	0	356	356	356	322	322
	284	284	241	241	213	213	185	185	167	157
	125	98	92	91	96	99	113	129	140	169
	258	274	274	375	388	404	404	459	459	534
	548	569	569	632	632	660	660	687	697	697
	697	697	0	0	0	0	0	0	0	0
	356	356	322	297	297	251	251	220	220	190
	190	173	159	102	88	82	75	73	81	86
	94	108	122	141	206	271	332	375	391	391
	427	461	461	534	534	569	569	632	632	660
	660	682	697	697	697	0	0	0	0	0
	0	0	0	486	486	349	349	323	296	278
	231	231	198	198	183	164	126	84	70	66
	54	48	46	52	83	93	109	130	146	269
	332	381	381	407	427	466	466	536	549	549
	620	620	658	658	658	682	682	697	697	0
	0	0	0	0	0	0	0	486	486	349
	351	323	296	278	228	228	209	196	177	158
	87	71	64	50	43	40	39	41	45	85
	100	119	139	268	334	385	385	407	437	469
	469	536	536	549	620	620	658	658	658	682
	682	682	0	0	0	0	0	0	0	0
	594	594	486	351	351	326	298	279	227	227
	209	192	174	150	79	67	53	42	22	19
	20	29	35	44	95	112	135	270	376	390
	405	405	437	483	483	540	540	560	560	647
	647	671	671	688	688	688	688	0	0	0
	0	0	0	0	594	594	516	360	360	326
	298	279	229	229	210	193	172	147	74	62
	49	21	14	8	7	9	30	37	89	110
