#Counterrotaton_binning_version_1
3648
	0	0	0	0	0	0	0	0	0	0
	0	0	0	0	0	0	0	0	0	0
	0	0	0	0	0	0	0	0	0	0
	0	0	0	0	0	0	0	0	2592	2592
	2623	2623	2623	2644	2644	2663	2663	2663	2670	2670
	0	0	0	0	0	0	0	0	0	0
	0	0	0	0	0	0	0	0	0	0
	0	2621	2630	2630	2580	2559	2551	2538	2520	2506
	2504	2491	2479	2473	2470	2471	2474	2480	2480	2555
	2555	2521	2521	2493	2508	2592	2592	2592	2623	2623
	2644	2644	2663	2663	2657	2670	2670	2670	2670	0
	0	0	0	0	0	0	0	0	0	0
	0	0	2655	2655	2636	2636	2619	2605	2621	2591
	2591	2580	2559	2551	2538	2520	2506	2504	2491	2479
	2473	2470	2471	2474	2480	2421	2436	2450	2521	2468
	2493	2508	2533	2592	2569	2606	2606	2644	2638	2638
	2657	2657	2670	2670	2670	2667	0	0	0	0
	0	2681	2681	2681	2681	2676	2676	2662	2662	2655
	2655	2627	2636	2619	2605	2584	2567	369	419	470
	522	575	629	684	740	797	854	911	2408	2409
	2410	2416	2421	2436	2450	2387	2468	2493	2508	2533
	2496	2569	2545	2606	2587	2638	2638	2657	2650	2650
	2667	2667	2667	0	0	0	0	0	2677	2681
	2681	2681	2676	2676	2662	2662	2634	2614	2627	2610
	2585	2565	2543	2514	370	420	471	523	576	630
	685	741	798	855	912	969	1026	2342	2345	2352
	2359	2365	2387	2340	2357	2371	2404	2496	2460	2545
	2515	2587	2573	2573	2615	2650	2650	2667	2667	2667
	0	0	0	0	0	2677	2677	2681	2673	2673
	2659	2659	2631	2634	2614	2594	2571	2547	2512	2487
	322	371	421	472	524	577	631	686	742	799
	856	913	970	1027	1083	2287	2295	2305	2316	2323
	2340	2357	2371	2404	2363	2460	2431	2515	2497	2573
	2556	2615	2615	2632	2632	2667	2641	0	0	0
	0	0	2677	2677	2672	2672	2654	2654	2624	2631
	2609	2581	2554	2525	2495	2459	2425	323	372	422
	473	525	578	632	687	743	800	857	914	971
	1028	1084	1139	1194	2245	2260	2274	2284	2304	2304
	2286	2363	2333	2431	2398	2497	2469	2556	2556	2577
	2632	2632	2641	2641	0	0	0	0	0	2668
	2664	2664	2652	2652	2620	2624	2603	2575	2544	2507
	2467	2442	2397	278	324	373	423	474	526	579
	633	688	744	801	858	915	972	1029	1085	1140
	1195	1249	2198	2218	2234	2246	2268	2286	2262	2333
	2315	2398	2368	2469	2457	2502	2577	2577	2599	2599
	2641	0	0	0	0	0	2668	2668	2664	2640
	2640	2620	2597	2566	2536	2500	2455	2417	2367	236
	279	325	374	424	475	527	580	634	689	745
	802	859	916	973	1030	1086	1141	1196	1250	1303
	2150	2167	2185	2216	2240	2262	2238	2315	2290	2368
	2356	2457	2502	2486	2486	2599	2562	2641	0	0
	0	0	0	2668	2653	2653	2618	2618	2593	2561
	2526	2483	2449	2396	2355	196	237	280	326	375
	425	476	528	581	635	690	746	803	860	917
	974	1031	1087	1142	1197	1251	1304	1356	2092	2118
	2151	2178	2206	2238	2215	2290	2279	2356	2346	2388
	2486	2477	2562	2562	2562	0	0	0	0	0
	2633	2633	2622	2622	2595	2558	2522	2475	2441	2386
	123	158	197	238	281	327	376	426	477	529
